"Employer Name","CBA File","Location","Union","Expiration Date","NAICS*","#Wrkrs","Type"
"PHILADELPHIA NEWSPAPERS, INC.",148,"PA PHILADELPHIA","TNG 10","Aug 31, 2006","51111","3000","PRIVATE"
"PHILIP MORRIS, USA",87,"VA RICHMOND","BCTW 203-T","Jul 31, 2014","312221","3700","PRIVATE"
"PHILIP MORRIS, USA",88,"KY LOUISVILLE","BCTW 203-T","Jan 31, 2009","312221","3700","PRIVATE"
"PHILIP MORRIS, USA (CRAFTS)",90,"VA RICHMOND","MACHINISTS AFL-CIO (IAM) LODGE 10","Jun 5, 2003","312221","1000","PRIVATE"
"PIAD PRECISION CASTING",2073,"PA","COMMUNICATIONS WORKERS AFL-CIO (CWA) LOCAL UNION 88643","Apr 29, 2014","23821","1000","PRIVATE"
"PICK QUICK",1781,"NY","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1500 UFCW UNION LOCAL 1500","Mar 26, 2016","445110","1500","PRIVATE"
"PILGRIM'S PRIDE CORP. (POULTRY)",965,"AR EL DORADO","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 2008","Feb 25, 2007","311615","1300","PRIVATE"
"PILGRIM'S PRIDE CORPORATION",1988,"TEXAS","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 455","Oct 6, 2012",,,"PRIVATE"
"PILLOWTEX INC. (FIELDCREST CANNON)",93,"NC VA GA AL","UNITE HERE  -","Jan 31, 2006","31321","4800","PRIVATE"
"PILOT CHEMICAL COMPANY",2086,"OH","MACHINISTS AFL-CIO (IAM) LOCAL LODGE 1943","Feb 6, 2017","336411","1000","PRIVATE"
"PINE BLUFF ARSENAL",2599,"AR","GOVERNMENT EMPLOYEES AFGE AFL-CIO (AFGE) LOCAL UNION 953 DOD","May 5, 2016","928110",,"PRIVATE"
"PINTO VALLEY MINING CORP.",2338,"AZ","TEAMSTERS (IBT) LOCAL UNION 104","May 29, 2022",,,"PRIVATE"
"PIPE LINE CONTRACTORS ASSOCIATION",1653,"NATIONAL","PPF -","Dec 31, 2009","23712","6250","PRIVATE"
"PIPE LINE CONTRACTORS ASSOCIATION",1654,"NATIONAL","PPF -","Apr 30, 2004","23712","6250","PRIVATE"
"PIPE LINE CONTRACTORS ASSOCIATION",1753,"NATIONAL","IBT -","May 1, 2004","23712","3000","PRIVATE"
"PIPE LINE CONTRACTORS ASSOCIATION",1754,"NATIONAL","IUOE -",,"23712","6000","PRIVATE"
"PIPE LINE CONTRACTORS ASSOCIATION",1755,"NATIONAL","IUOE -","May 1, 2004","23712","6000","PRIVATE"
"PIPE LINE CONTRACTORS ASSOCIATION",1759,"NATIONAL","IBT -","Jan 31, 2011","23712","3000","PRIVATE"
"PIPE LINE CONTRACTORS ASSOCIATION",1760,"NATIONAL","IBT -","Jan 31, 2011","23712","3000","PRIVATE"
"PIPE LINE CONTRACTORS ASSOCIATION",2136,"NATIONAL","LIUNA -","Jun 4, 2017","237120",,"PRIVATE"
"PIPELINE CONTRACTORS ASSOCIATION OF CA (SHORTLINE AGMT)",1028,"CA","PLUMBERS AFL-CIO (PPF) LOCAL UNION 246/PLUMBERS AFL-CIO (PPF) LOCAL UNION 250/PLUMBERS AFL-CIO (PPF) LOCAL UNION 342/PLUMBERS AFL-CIO (PPF) LOCAL UNION 409","Apr 30, 2006","486210","2800","PRIVATE"
"PLASTIC & METAL PRODUCTS MFRS ASSOCIATION",170,"NY NEW YORK","UNITE HERE  132-98-102","Jun 30, 2006","326199","4000","PRIVATE"
"PLASTIC SOFT MATERIALS MFRS ASSOCIATION",99,"NY NEW YORK","UNITE HERE  132-98-102","Dec 16, 2004","315222","1000","PRIVATE"
"PLEATERS, STITCHERS & EMBROIDERERS ASSOCIATION",101,"NY NEW YORK","UNITE HERE  62-32","Jun 30, 2006","315999","1500","PRIVATE"
"PLIBRICO CO, LLC",1797,"NE","BOILERMAKERS AFL-CIO (BBF) LODGE 83","Aug 31, 2010","23822","1000","PRIVATE"
"PLUMBERS & STEAMFITTERS AREA AGMT",1036,"WA SOUTHCENTRL","PLUMBERS AFL-CIO (PPF) LOCAL UNION 598","May 31, 2008","23822","1000","PRIVATE"
"PLUMBING & MECHANICAL CONTRACTORS ASSOCIATION OF HI",1710,"HI HONOLULU","PLUMBERS AFL-CIO (PPF) LOCAL UNION 675","Jan 5, 2008","23822","1100","PRIVATE"
"PLUMBING AND AIR CONDITIONING CONTRACTORS OF ARIZONA",1288,"AZ PHOENIX","PLUMBERS AFL-CIO (PPF) LOCAL UNION 469","Jun 30, 2005","23822","1700","PRIVATE"
"PLUMBING CONTRACTORS ASSOCIATION OF CHICAGO & COOK CTY",1293,"IL","PLUMBERS AFL-CIO (PPF) LOCAL UNION 130","May 31, 2010","23822","2900","PRIVATE"
"PLUMBING CONTRACTORS ASSOCIATION OF CHICAGO & COOK CTY",1294,"IL CHICAGO","PLUMBERS AFL-CIO (PPF) LOCAL UNION 130","May 31, 2007","23822","2900","PRIVATE"
"PLUMBING INDUSTRY COUNCIL",1442,"MO ST LOUIS","LABORERS  (LIUNA) LOCAL UNION 110/LABORERS  (LIUNA) LOCAL UNION 42","Feb 28, 2005","23822","4300","PRIVATE"
"PLUMBING INDUSTRY COUNCIL",1443,"MO","LABORERS  (LIUNA) LOCAL UNION 110/LABORERS  (LIUNA) LOCAL UNION 42","Feb 28, 2010","23822","4300","PRIVATE"
"PLUMBING INDUSTRY COUNCIL",1771,"MO","LABORERS  (LIUNA) LOCAL UNION 660","Feb 28, 2010","23822","4300","PRIVATE"
"PLUMBING, HEATING & COOLING CONTR OF GRTR BOSTON",1582,"MA BOSTON","PLUMBERS AFL-CIO (PPF) LOCAL UNION 12","Aug 31, 2006","23822","1500","PRIVATE"
"PM HOTEL GROUP",2542,"NJ","ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 68","Mar 31, 2019","721110","8","PRIVATE"
"POREX, FILTRATION GROUP",2524,"VA","MACHINISTS AFL-CIO (IAM) LODGE 10","Jan 29, 2022",,,"PRIVATE"
"POTOMAC ELECTRIC POWER CO.",470,"DC","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1900","May 31, 2011","221121","2900","PRIVATE"
"POTOMAC ELECTRIC POWER CO.",471,"DC WASHINGTON","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1900","May 31, 2009","221121","2900","PRIVATE"
"PPG ARCHITECTURAL FINISHES, LLC",2509,"PA","UNITED INDEPENDENT UNION OF RIVERSIDE  ","Nov 7, 2021",,,"PRIVATE"
"PPG INDUSTRIES, CHEMICAL DIV.",158,"LA","MACHINISTS AFL-CIO (IAM) LODGE 470","Aug 28, 2009","325181","1100","PRIVATE"
"PPG INDUSTRIES, CHEMICAL DIV.",160,"LA","IAM ","May 20, 2003",,,"PRIVATE"
"PPL CORPORATION",1991,"PA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1600","May 11, 2014","517110","3542","PRIVATE"
"PPL CORPORATION",1992,"PA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1600","May 21, 2017","517110","3542","PRIVATE"
"PREMIER MANUFACTURING SUPPORT SERVICES, INC.",1945,"MI","AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 659",,"336111","3163","PRIVATE"
"PRIDE INDUSTRIES - FT. BLISS",1972,"TX","ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351","Sep 30, 2014","23731","2452","PRIVATE"
"PRIORITY ONE SERVICES, INC",2478,"AK","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 2008","Dec 31, 2019",,,"PRIVATE"
"PRISM HOSPITALITY, L.P. DBA TRU BY HILTON",2342,"NV","CWU 226","May 31, 2019",,,"PRIVATE"
"PROCTOR & GAMBLE MANUFACTURING COMPANY KANSAS CITY PLANT",2107,"KS KANSAS CITY","OIL CHEMICAL  NHQ","Jun 30, 2018","325611",,"PRIVATE"
"PROCTOR & GAMBLE PAPER PRODUCTS CO.",129,"WI GREEN BAY","UPIU/PACE  47,65","Apr 30, 2007","322121","1400","PRIVATE"
"PROGRESS ENERGY FLORIDA, INC. ( FLORIDA POWER CORP.)",462,"FL","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 141/ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 433/ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 626/ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 682","Dec 1, 2005","22111","2100","PRIVATE"
"PROGRESSIVE MACHINE WORKS, INC.",2381,"PA","STEELWORKERS, AFL-CIO (USW) LOCAL UNION 10 6996 S","Sep 1, 2019",,,"PRIVATE"
"PSF INDUSTRIES, INC.",2368,"WA","BOILERMAKERS AFL-CIO (BBF) LODGE 104","Oct 1, 2019",,,"PRIVATE"
"PSI ENERGY INC. (CINERGY CORP)",474,"IN","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1393","Apr 30, 2010","221119","1300","PRIVATE"
"PSI ENERGY INC. (CINERGY CORP)",475,"IN","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1393","Apr 30, 2002","221119","1300","PRIVATE"
"PUBLIC SERVICE CO. OF CO (XCEL ENERGY) (2 VOLS.)",510,"CO DENVER","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 111","May 31, 2006","221","2250","PRIVATE"
"PUBLIC SERVICE ELECTRIC AND GAS CO.",511,"NJ","UWU 601","Apr 30, 2011","221","1200","PRIVATE"
"PUBLIC SERVICE ELECTRIC AND GAS CO.",512,"NJ","UWU ","Apr 30, 2005",,,"PRIVATE"
"PUBLIC SERVICE ELECTRIC AND GAS CO.",733,"NJ","PLUMBERS AFL-CIO (PPF) LOCAL UNION 855","Apr 30, 2005",,"1350","PRIVATE"
"PUBLIC SERVICE ELECTRIC AND GAS CO. (MOA)",472,"NJ","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 94","Apr 30, 2011","221","3700","PRIVATE"
"PUBLIC SERVICE ELECTRIC AND GAS CO. (MOA)",473,"NJ","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 94","Apr 30, 2005","221","3700","PRIVATE"
"PUGET SOUND ENERGY",476,"WA BELLEVUE","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 77","Mar 31, 2007","221","800","PRIVATE"
"PUGLIA ENGINEERING, INC.",1825,"WA","BOILERMAKERS AFL-CIO (BBF) LODGE 104/MACHINISTS AFL-CIO (IAM) DISTRICT LODGE 160/MACHINISTS AFL-CIO (IAM) LODGE 297","Feb 1, 2010","238390","1000","PRIVATE"
"PUGLIA ENGINEERING, INC.",2369,"WA","IAM/BBF ","Feb 1, 2017",,,"PRIVATE"
"PULAU CORPORATION",2533,"CA","MACHINISTS AFL-CIO (IAM) DISTRICT LODGE 725","Mar 31, 2024","541330","29","PRIVATE"
"PWD NJ/NY LLC",1230,"NJ","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1158","Jul 31, 2022",,,"PRIVATE"
"QUAD-CITY BUILDERS ASSOCIATION (BLDG)",880,"IL ROCK ISLAND","LABORERS  (LIUNA) LOCAL UNION 309","Apr 30, 2004","23621","1050","PRIVATE"
"QUALITY MARKETS INC., JAMESTOWN DIV.",556,"NY","UFCW 1,23","Jun 6, 2007","445110","2000","PRIVATE"
"QUEBECOR",146,"TN KINGSPORT","STEELWORKERS, AFL-CIO (USW) LOCAL UNION 09 299","Feb 19, 2006","323117","1250","PRIVATE"
"QUEENS BOTANICAL GARDEN SOCIETY, INC.",2301,"NY","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) LOCAL UNION 374","Jun 30, 2007",,,"PRIVATE"
"QWEST CORPORATION, QWEST BUSINESS RESOURCES, INC.",425,"NATIONAL","CWA DIST. 7","Aug 17, 2005","517110","31000","PRIVATE"
"R&L DEVELOPMENT - FLY ASH",1362,"PA","ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 66","Jul 31, 2024",,"48","PRIVATE"
"R&M DIESEL, INC.",1371,"IL","MACHINISTS AFL-CIO (IAM) LODGE 701","Jun 30, 2020","811111","1","PRIVATE"
"RABINOWITZM BOUDIN, STANDARD, KRINKSY & LIEBERMAN P.C.",1929,"NY","UAW DIST. 65","Jun 30, 1992","813319","2771","PRIVATE"
"RACHELS KITCHEN AT MCCARRAN AIRPORT LLC",2340,"NV","CWU 226","May 31, 2021",,,"PRIVATE"
"RADIO FREE ASIA",2186,"DC","WBNG 32035","Jan 31, 2018",,,"PRIVATE"
"RAINN (RAPE, ABUSE, AND INCEST NAT'L NETWORK)",2187,"DC","WBNG 32035","May 31, 2007",,,"PRIVATE"
"RANBAR ELECTRICAL MATERIALS",2070,"PA","COMMUNICATIONS WORKERS AFL-CIO (CWA) LOCAL UNION 88643","Oct 31, 2015","23821","1000","PRIVATE"
"RANBAR ELECTRICAL MATERIALS, INC.",2069,"PA","COMMUNICATIONS WORKERS AFL-CIO (CWA) LOCAL UNION 88643","Oct 31, 2017",,,"PRIVATE"
"RAYTHEON AIRCRAFT CO.",305,"KS","MACHINISTS AFL-CIO (IAM) DISTRICT LODGE 70/MACHINISTS AFL-CIO (IAM) LODGE 2328/MACHINISTS AFL-CIO (IAM) LODGE 733","Jul 31, 2005","336412","4900","PRIVATE"
"RAYTHEON COMPANY (LOUISVILLE FACILITY)",2289,"KY","MACHINISTS AFL-CIO (IAM) LODGE 830","Aug 21, 2022",,,"PRIVATE"
"RAYTHEON ELECTRONIC SYSTEMS",2080,"MA","MACHINISTS AFL-CIO (IAM) LODGE 587","Feb 27, 2016","33422","1000","PRIVATE"
"RAYTHEON MISSILE SYSTEMS",9,"AZ TUCSON","MACHINISTS AFL-CIO (IAM) LODGE 933","Nov 5, 2006","336414","2000","PRIVATE"
"RAYTHEON SYSTEMS CO.",276,"CA SOUTHERN","CARPENTERS IND (CJA) LOCAL UNION 1553","Apr 10, 2008","33422","3800","PRIVATE"
"RAYTHEON, SENSPEX, VALIANT INTEGRATED SERVICES, ADVANCED SYSTEMS TECHNOLOGY, INC., CHECK DEFENSE LLC",2580,"CA","MACHINISTS AFL-CIO (IAM) DISTRICT LODGE 725/MACHINISTS AFL-CIO (IAM) LODGE 25","Oct 31, 2022",,"210","PRIVATE"
"READY MIX & MATERIALS ASSOCIATION",541,"IL","TEAMSTERS (IBT) LOCAL UNION 786","Apr 30, 2010","23811","1200","PRIVATE"
"REALTY ADVISORY BOARD ON LABOR RELATIONS",725,"NY NEW YORK","ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 94","Dec 31, 2006","53111","2500","PRIVATE"
"REALTY ADVISORY BOARD ON LABOR RELATIONS (COMML)",717,"NY NEW YORK","SERVICE EMPLOYEES (SEIU) LOCAL UNION 32 BJ","Dec 31, 2007","531110","30000","PRIVATE"
"REBEKAH CHILDREN'S SERVICES",2049,"CA","SERVICE EMPLOYEES (SEIU) LOCAL UNION 521","Jun 30, 2013","62211",,"PRIVATE"
"REFRIGERATION & AC CONTRACTORS ASSOCIATION, CO CHPTR",1733,"CO DENVER","PLUMBERS AFL-CIO (PPF) LOCAL UNION 208","May 31, 2003","23511","1700","PRIVATE"
"REGINA MEDICAL CENTER",2047,"MN","SEIU HEALTHCARE","Jun 30, 2012","611110","1700","PRIVATE"
"REMINGTON ARMS CO.",19,"NY ILION","MINE WORKERS, UNITED, AFL-CIO (UMW) LOCAL UNION 717","Sep 10, 2007","332994","900","PRIVATE"
"RENWOOD ANDRONICO LENDING I, LLC",2198,"CA","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 5/FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 648","Oct 25, 2014",,,"PRIVATE"
"RESIDENTIAL CONSTR EMPLRS COUNCIL -COOK, LAKE, DUPAGE",1687,"IL CHICAGO (COOK, LAKE&DUPAGE)","CARPENTERS IND (CJA) LOCAL UNION 74 L CHICAGO AND NORTHEAST ILLINOS DISTRICT","Sep 30, 2005","2361","4000","PRIVATE"
"RESIDENTIAL CONSTR EMPLRS COUNCIL (RESIDENTIAL)",896,"IL WILL COUNTY","CARPENTERS IND (CJA) LOCAL UNION 174","Sep 30, 2005","2361","1000","PRIVATE"
"RESIDENTIAL CONSTR EMPLRS COUNCIL (RESIDENTIAL)",899,"IL KANE,KENDAL","CARPENTERS IND (CJA) LOCAL UNION 2087/CARPENTERS IND (CJA) LOCAL UNION 363/CARPENTERS IND (CJA) LOCAL UNION 916","Sep 30, 2005","2361","1700","PRIVATE"
"RESIDENTIAL CONSTRUCTION EMPLOYERS",1438,"MO","LABORERS  (LIUNA) LOCAL UNION 660","May 1, 2019","2361","4300","PRIVATE"
"RESIDENTIAL CONSTRUCTION EMPLOYERS",1439,"MO ST LOUIS","LABORERS  (LIUNA) LOCAL UNION 110/LABORERS  (LIUNA) LOCAL UNION 42","May 1, 2009","2361","4300","PRIVATE"
"RESIDENTIAL CONSTRUCTION EMPLOYERS",1440,"MO","LABORERS  (LIUNA) LOCAL UNION 660","May 1, 2014","2361","4300","PRIVATE"
"RESIDENTIAL CONSTRUCTION EMPLOYERS",1950,"MO","LABORERS  (LIUNA) LOCAL UNION 110/LABORERS  (LIUNA) LOCAL UNION 42","May 1, 2019","2361","4300","PRIVATE"
"RESIDENTIAL CONSTRUCTION EMPLOYERS",1951,"MO","LABORERS  (LIUNA) LOCAL UNION 110/LABORERS  (LIUNA) LOCAL UNION 42","May 1, 2014","2361","4300","PRIVATE"
"RESIDENTIAL CONSTRUCTION EMPLOYERS COUNCIL (RCEC)",2511,"IL","CJA RC CHICAGO","Sep 30, 2019",,,"PRIVATE"
"RESTEEL CONTRACTORS ASSOCIATION",1552,"MI","IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 25","May 31, 2010","23812","2900","PRIVATE"
"RESTEEL CONTRACTORS ASSOCIATION",1553,"MI LOWER PENINSULA","IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 25","May 31, 2007","23812","2900","PRIVATE"
"REVERE COPPER PRODUCTS, INC.",2169,"NY ROME","AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 2367 MESA","Apr 30, 2014","332323",,"PRIVATE"
"REXEL USA, INC. DBA GEXPRO",1241,"TX","TEAMSTERS (IBT) LOCAL UNION 247","Jul 31, 2019",,,"PRIVATE"
"REYCO GRANNING, LLC",1372,"MD","TEAMSTERS (IBT) LOCAL UNION 245","Aug 26, 2024","336330","80","PRIVATE"
"REYNOLDS CLEANING SERIVCE",2044,"CA","SERVICE EMPLOYEES (SEIU) LOCAL UNION 1877","Jan 31, 2012",,,"PRIVATE"
"RHEEM MANUFACTURING CO.",249,"GA MILLEDGEVILLE","STEELWORKERS, AFL-CIO (USW) LOCAL UNION 09 9326 S","Dec 15, 2006","336391","1150","PRIVATE"
"RHEEM MANUFACTURING CO.",257,"AR FT SMITH","STEELWORKERS, AFL-CIO (USW) LOCAL UNION 12 7893 S","Sep 30, 2004","336391","1100","PRIVATE"
"RICHTER METALCRAFT INC.",2552,"NY","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 363","May 31, 2020",,,"PRIVATE"
"RISER FOODS COMPANY",2210,"OH","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 880","Sep 17, 2017",,,"PRIVATE"
"RIVER MEDICAL, INC",2225,"AZ","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) LOCAL BRANCH 2960","Jun 30, 2019",,,"PRIVATE"
"RIVIERA COMMUNITY CLUB, INC.",2591,"WA","LABORERS  (LIUNA) LOCAL UNION 252","May 31, 2022",,,"PRIVATE"
"ROAD & RAIL SERVICES, INC.",1229,"MI","IRON WORKERS REGIONAL SHOP / BSOIW  851","Aug 13, 2022","488210","10","PRIVATE"
"ROADS BRIDGES & AIRPORTS",1855,"IN","PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 692","May 31, 2015","238140","1730","PRIVATE"
"ROADS BRIDGES & AIRPORTS",1869,"IN","PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 165/PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 406/PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 438/PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 692","May 31, 2018","238140","1730","PRIVATE"
"ROADS BRIDGES & AIRPORTS",1870,"IN","PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 165/PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 406/PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 438/PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 692","May 31, 2015","238140","1730","PRIVATE"
"ROADS BRIDGES & AIRPORTS",1871,"IN","PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 165/PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 406/PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 438/PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 692","Dec 31, 2011","238140","1730","PRIVATE"
"ROADS BRIDGES & AIRPORTS",2056,"IN","PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) LOCAL UNION 692","Apr 30, 2017","238140","1730","PRIVATE"
"ROADWAY ELECTRIC, LLC",2160,"AZ PHOENIX","ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428","Jul 31, 2019",,,"PRIVATE"
"ROADWAY ELECTRIC, LLC.",2159,"AZ","ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428","Jul 31, 2022",,,"PRIVATE"
"ROCKWELL COLLINS INC.",271,"IA CEDAR RAPID","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 1362","May 2, 2008","334511","1500","PRIVATE"
"ROLLS-ROYCE ALLISON (JET ENGINES)",348,"IN","AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 933","Feb 25, 2005","336412","2300","PRIVATE"
"ROLLS-ROYCE CORPORATION",349,"IN","AUTO WORKERS AFL-CIO (UAW) LOCAL UNION 933","Feb 25, 2008","336412","2300","PRIVATE"
"ROOFING CONTRACTORS ASSOCIATION. (COMML)",964,"PA PHILADELPHIA","ROOFERS AFL-CIO (RWAW) LOCAL UNION 30","Apr 30, 2009","23816","1200","PRIVATE"
"ROOSEVELT ISLAND OPERATING CORP.",2536,"NY","TEAMSTERS (IBT) LOCAL UNION 210","Mar 31, 2019","921190","20","PRIVATE"
"ROSEBURG FOREST PRODUCTS CO.",112,"OR ROSEBURG","CARPENTERS IND (CJA) LOCAL UNION 2949","Jun 1, 2008","321912","2200","PRIVATE"
"ROSEBURG FOREST PRODUCTS CO.",113,"OR ROSEBURG","CARPENTERS IND (CJA) LOCAL UNION 2949","Jun 1, 2012","321912","2200","PRIVATE"
"ROSEBURG FOREST PRODUCTS CO. (RIDDLE REW FACILITY)",2477,"OR","CARPENTERS IND (CJA) LOCAL UNION 2949","May 31, 2020",,,"PRIVATE"
"RUAN TRANSPORT CORPORATION (JOHNSON CONTROLS, INC. ACCOUNT)",2257,"DE","TEAMSTERS (IBT) LOCAL UNION 326 GENERAL TEAMSTERS","Nov 30, 2019",,,"PRIVATE"
"S.B. FOOT TANNING COMPANY",2426,"MN","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 335","Mar 31, 2012",,,"PRIVATE"
"SABINE AREA CONTRACTORS (NEW CONSTRUCTION)",1290,"TX BEAUMONT","PLUMBERS AFL-CIO (PPF) LOCAL UNION 195","Aug 31, 2004","23822","1000","PRIVATE"
"SAFEWAY (FOOD AGREEMENT) MOA",626,"CA NORTHERN","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 101/FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 5/FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 648","Oct 8, 2011","445110","14000","PRIVATE"
"SAFEWAY (FOOD AGREEMENT) MOA",627,"CA NORTHERN","UFCW 8 LOCALS","Dec 1, 2007","445110","14000","PRIVATE"
"SAFEWAY INC",680,"CO DENVER","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 7 R","Oct 19, 2013","445110","1000","PRIVATE"
"SAFEWAY INC.",557,"AK ANCHORAGE","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1496","May 31, 2006","445110","1600","PRIVATE"
"SAFEWAY INC.",628,"DC MD VA","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 400","Mar 31, 2012","445110","9700","PRIVATE"
"SAFEWAY INC.",629,"DC MD VA","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 400","Mar 29, 2008","445110","9700","PRIVATE"
"SAFEWAY INC.",672,"MD BALTIMORE","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 27","Mar 27, 2004","445110","1800","PRIVATE"
"SAFEWAY INC. (CLERKS)",638,"AZ","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 99 R","Oct 25, 2008","445110","2500","PRIVATE"
"SAFEWAY INC. (GROCERY CLERKS)",644,"CO DENVER","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 7 R","Oct 19, 2013","445110","4500","PRIVATE"
"SAFEWAY INC. (GROCERY CLERKS)",645,"CO DENVER","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 7 R","Oct 16, 2004","445110","4500","PRIVATE"
"SAFEWAY INC. (MEAT DEPTS)",681,"CO DENVER","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 7 R","Jun 13, 2009","445110","1000","PRIVATE"
"SAFEWAY INC. (MEAT DEPTS)",682,"CO DENVER","FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 7 R","Oct 16, 2004","445110","1000","PRIVATE"
"SAFWAY SERVICES, LLC/BRAND ENERGY SERVICES, LLC/PERFORMANCE CONTRACTING, INC.",2390,"WA","CJA PACIFIC NORTHWEST REGIONAL COUNCIL","May 31, 2019",,,"PRIVATE"
"SAINT-GOBAIN CONTAINERS (AUTO MACH DEPT)",181,"NATIONAL","GMP VARIOUS LOCALS","Mar 31, 2008","327213","1000","PRIVATE"
"SAINT-GOBAIN CONTAINERS CO. (AUTO MACH DEPT)",182,"FL INDIALANTIC","GLASS MOLDERS PLASTICS AFL-CIO (GMP) LOCAL UNION 111/GLASS MOLDERS PLASTICS AFL-CIO (GMP) LOCAL UNION 39/GLASS MOLDERS PLASTICS AFL-CIO (GMP) LOCAL UNION 50 B","Mar 31, 2005","327213","1600","PRIVATE"
"SAINT-GOBAIN CONTAINERS, INC.",190,"NATIONAL","GMP VARIOUS LOCALS","Mar 31, 2008","327213","1600","PRIVATE"
"SAINT-GOBAIN INC. (WAS BALL-FOSTER GLASS CO) (P&M)",186,"FL INDIALANTIC","GMP VARIOUS LOCALS","Mar 31, 2008","327213","2200","PRIVATE"
"SAINT-GOBAIN INC. (WAS BALL-FOSTER GLASS CO) (P&M)",187,"FL INDIALANTIC","GLASS MOLDERS PLASTICS AFL-CIO (GMP) LOCAL UNION 111/GLASS MOLDERS PLASTICS AFL-CIO (GMP) LOCAL UNION 39","Mar 31, 2005","327213","2200","PRIVATE"
